year,term,session,question,kind,booklet,sourcePdf,sourcePages,pageCount,points,marksText,calculatorPolicy,answer,learningOutcome,learningOutcomeSource,mgSourcePdf,mgSourcePages,diagnostics,preview
2017,jun,June 2017,1,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb1.pdf,[9],1,2.0,2 marks,calculator-active,,T1,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[10],[],"Question 1 2 marks 101 A section of a car windshield is cleaned by a wiper as shown in the diagram below. The arm of the wiper is 22 inches, and it rotates through a central angle of 132°. Determine the length of the arc that is created by the tip of the wiper. 132° 22 in."
2017,jun,June 2017,2,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb1.pdf,[10],1,2.0,2 marks,calculator-active,,P3,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[12],[],Question 2 2 marks 102 There are 20 boys and 11 girls who can be selected to be on a team. Determine the number of ways that 7 boys and 5 girls can be selected for this team.
2017,jun,June 2017,3,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb1.pdf,[11],1,2.0,2 marks,calculator-active,,R10,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[14],[],"Question 3 2 marks 103 A water filtration system which removes impurities from a sample of water can be modelled by ( ) 0.25 0.55 , n P = where: P = the percentage of impurities remaining, in decimal form n = the number of filters Determine, algebraically, how many filters are required so that less "
2017,jun,June 2017,4,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb1.pdf,[12],1,3.0,3 marks,calculator-active,,P4,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[18],[],"Question 4 3 marks 104 In the binomial expansion of 8 2 2 , x y   −     determine the middle term in simplified form."
2017,jun,June 2017,5,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb1.pdf,[13],1,3.0,3 marks,calculator-active,,T5,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[22],[],"Question 5 3 marks 105 Solve the following equation algebraically over the interval Note: A calculator is not required for the remaining test questions. [ ] 0, 2 . π 2 6sin sin 1 0 θ θ + − ="
2017,jun,June 2017,6,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb1.pdf,[14],1,2.0,2 marks,no-calculator,,"R4, R5",marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[26],[],"Question 6 2 marks 106 Given the graph of ( ), y f x = sketch the graph of ( ) 4 . y f x = −+ The graph of ( ) f x has already been drawn for your reference. No marks will be awarded for the graph of ( ) f x . x y ( ) f x 1 1 x y 1 1"
2017,jun,June 2017,7,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb1.pdf,[15],1,2.0,2 marks,no-calculator,,"T2, T3",marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[30],[],"Question 7 2 marks 107 Given the following triangle, determine csc . θ 5 2 y x θ"
2017,jun,June 2017,8,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb1.pdf,[16],1,3.0,3 marks,no-calculator,,P2,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[34],[],Question 8 3 marks 108 Solve algebraically. 2 9 n P n =
2017,jun,June 2017,9,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb1.pdf,[17],1,2.0,2 marks,no-calculator,,R13,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[38],[],Question 9 2 marks 109 Describe the transformations applied to the graph of ( ) f x to obtain the graph of ( ). g x y • • ( ) f x ( ) g x x 1 1
2017,jun,June 2017,10,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb1.pdf,[18],1,2.0,2 marks,no-calculator,,R12,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[40],[],"Question 10 2 marks 110 Determine, algebraically, the value of the leading coefficient of the graph of the polynomial function, ( ). p x • • • • ( ) p x x y 1 1 − 3 − 12 −"
2017,jun,June 2017,11,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb1.pdf,[19],1,1.0,1 mark,no-calculator,,P1,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[44],[],"Question 11 1 mark 111 Frank, Liam, Chan, and Thao are going to a movie. Determine the number of ways they can sit in a row of four chairs, if Frank and Chan must sit beside each other."
2017,jun,June 2017,12,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb1.pdf,[20],1,2.0,2 marks,no-calculator,,R6,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[46],[],"Question 12 2 marks 112 Determine, algebraically, if and are inverses of each other. Justify your answer. ( ) 1 5 f x x = + ( ) 1 5 g x x = −"
2017,jun,June 2017,13,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb1.pdf,[21],1,1.0,1 mark,no-calculator,,R13,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[48],[],"Question 13 1 mark 113 Using the graphs of ( ) y f x = and ( ), = y g x solve ( ) ( ). f x g x = y 1 1 x ( ) f x ( ) g x"
2017,jun,June 2017,14,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb1.pdf,[22],1,1.0,1 mark,no-calculator,,T1,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[50],[],Question 14 1 mark 114 An angle in standard position measures 3 . 4 π Determine in which quadrant the terminal arm of this angle is located after a rotation of 3 radians. Justify your answer.
2017,jun,June 2017,15,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb1.pdf,[23],1,3.0,3 marks,no-calculator,,T6,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[52],[],Question 15 3 marks 115 Prove the following identity for all permissible values of . θ sin 2 cot 1 cos 2 θ θ θ = − Left-Hand Side Right-Hand Side
2017,jun,June 2017,16,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb1.pdf,[24],1,1.0,1 mark,no-calculator,,R3,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[56],[],"Question 16 1 mark 116 If the range of ( ) y f x = is 3 6, y −≤ ≤ determine the range of ( ) 2 3 . y f x = "
2017,jun,June 2017,17,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb1.pdf,[24],1,1.0,1 mark,no-calculator,,T5,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[58],[],"Question 17 1 mark 117 Maurice incorrectly solved the equation, sin 1 0, θ + = over the interval 0 , 360 .       Describe his error."
2017,jun,June 2017,18,mcq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb2.pdf,[5],1,1.0,1 mark,no-calculator,D,R2,answer-key,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[63],[],"Question 18 1 mark If ( ) 3,5 P is a point on the graph of ( ) y f x = , identify the corresponding point on the graph of ( ) 1 7. y f x = − + a) ( ) 2,12 b) ( ) 4, 2 − c) ( ) 2, 2 − d) ( ) 4,12 "
2017,jun,June 2017,19,mcq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb2.pdf,[5],1,1.0,1 mark,no-calculator,B,R5,answer-key,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[63],[],Question 19 1 mark Identify how the graph of 3x y = is transformed to the graph of 3 .x y − = a) reflected over the x-axis b) reflected over the y-axis c) reflected over both the x-axis and the y-axis d) reflected over the line y x = 
2017,jun,June 2017,20,mcq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb2.pdf,[5],1,1.0,1 mark,no-calculator,B,R7,answer-key,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[63],[],Question 20 1 mark Identify the equation loga b c = in exponential form. a) c b a = b) c a b = c) b a c = d) a c b =
2017,jun,June 2017,21,mcq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb2.pdf,[6],1,1.0,1 mark,no-calculator,C,T4,answer-key,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[64],[],Question 21 1 mark Identify the graph of tan . y x = a) b) c) d) y 1 x 2 π 1 1 2 π x y 2 π 1 y x 2 π 1 y x
2017,jun,June 2017,22,mcq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb2.pdf,[7],1,1.0,1 mark,no-calculator,B,R9,answer-key,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[65],[],Question 22 1 mark Identify which of the following graphs represents a logarithmic function. a) b) c) d) y x 1 1 y x 1 1 y x 1 1 y x 1 1
2017,jun,June 2017,23,mcq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb2.pdf,[8],1,1.0,1 mark,no-calculator,D,R12,answer-key,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[66],[],"Question 23 1 mark If the volume of a box is represented by ( ) ( )( )( ) 4 2 1 , V x x x x = + + − identify a possible value of .x a) 4 − b) 1 − c) 1 d) 4 "
2017,jun,June 2017,24,mcq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb2.pdf,[8],1,1.0,1 mark,no-calculator,D,T1,answer-key,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[66],[],Question 24 1 mark Identify a coterminal angle for . 3 π = − θ a) 3 π b) 4 3 π c) 7 3 π d) 11 3 π 
2017,jun,June 2017,25,mcq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb2.pdf,[8],1,1.0,1 mark,no-calculator,C,P3,answer-key,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[66],[],Question 25 1 mark Identify the value of n in the equation 3 6. n n C C = a) 3 b) 6 c) 9 d) 18
2017,jun,June 2017,26,mcq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb2.pdf,[9],1,1.0,1 mark,no-calculator,A,R14,answer-key,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[67],[],"Question 26 1 mark Identify the equation of the function, ( ), f x for the following graph. a) ( ) 2 3 x f x x = + b) ( ) 2 3 f x x = + c) ( ) ( ) 2 2 3 x f x x x = + d) ( ) ( ) 2 3 2 x f x x x = + ( ) f x x y 1 1"
2017,jun,June 2017,27,matching,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb2.pdf,[10],1,2.0,2 marks,no-calculator,"B,C,A,D",R13,answer-key,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[68],[],Question 27 2 marks 118 Match the following radical functions with their graphs. Place the appropriate letter in this column. A) B) C) D) ( ) ( ) 2 3 f x x = − + ( ) ( ) 2 3 g x x = − + ( ) ( ) 3 2 h x x = − ( ) ( ) 3 2 k x x = − y x 1 1 y x 1 1 y x 1 1 y x 1 1
2017,jun,June 2017,28,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb2.pdf,[11],1,3.0,3 marks,no-calculator,,R11,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[70],[],Question 28 3 marks 119 Express ( ) 3 2 2 4 8 p x x x x = − − + as a product of factors. ( ) p x = _______________________________________
2017,jun,June 2017,29,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb2.pdf,[12],1,4.0,a) 3 marks; b) 1 mark,no-calculator,,R1,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[72],[],"Question 29 a) 3 marks b) 1 mark 120 121 Given the graph of ( ) ( )( ) 3 1 , f x x x = + − a) sketch the graph of ( ) ( ) 1 . g x f x = b) describe how to sketch the graph of ( ) ( ) . h x f x = The graph of ( ) f x has already been drawn for your reference. No marks will be awarded for the graph of"
2017,jun,June 2017,30,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb2.pdf,[13],1,1.0,1 mark,no-calculator,,R9,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[78],[],"Question 30 1 mark 122 Describe how the value of m in the equation ( ) 3 log , y x m m = − ∈, affects the asymptote on the graph of "
2017,jun,June 2017,31,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb2.pdf,[13],1,2.0,2 marks,no-calculator,,R10,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[80],[],Question 31 2 marks 123 Solve algebraically. 3 1 1 25 5 x x − +   =     3 log . y x =
2017,jun,June 2017,32,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb2.pdf,[14],1,4.0,4 marks,no-calculator,,"T5, T6",marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,"[84, 85]",[],"Question 32 4 marks 124 Solve cos 2 0 θ = , where θ ∈."
2017,jun,June 2017,33,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb2.pdf,[15],1,1.0,1 mark,no-calculator,,R12,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[88],[],Question 33 1 mark 125 Describe a difference between the graphs of ( ) y f x = and ( ). y g x = ( ) ( ) ( ) ( ) ( ) ( ) 2 2 2 1 3 2 1 3 f x x x g x x x = − + + = + +
2017,jun,June 2017,34,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb2.pdf,[16],1,2.0,2 marks,no-calculator,,R13,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[90],[],"Question 34 2 marks 126 Given the graph of ( ), y f x = sketch the graph of ( ). f x The graph of ( ) f x has already been drawn for your reference. No marks will be awarded for the graph of ( ) f x . y x 1 1 ( ) f x y x 1 1 ( ) f x"
2017,jun,June 2017,35,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb2.pdf,[17],1,1.0,1 mark,no-calculator,,R12,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[92],[],"Question 35 1 mark 127 Describe the relationship between the zeros of the function ( ) ( )( )2 2 1 3 , f x x x = − + the roots of the equation ( )( )2 2 1 3 0 x x − + = , and the x -intercepts of the graph of ( ). y f x = "
2017,jun,June 2017,36,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb2.pdf,[17],1,3.0,3 marks,no-calculator,,T4,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[94],[],Question 36 3 marks 128 Sketch a graph of at least one period of the function ( ) 1 cos 3. 2 2 f x x  π    = + −         y x
2017,jun,June 2017,37,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb2.pdf,[18],1,1.0,1 mark,no-calculator,,T6,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[98],[],Question 37 1 mark 129 Verify that 4 3 θ π = is a solution of the equation 2 4cos 1 0. θ −=
2017,jun,June 2017,38,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb2.pdf,[19],1,1.0,1 mark,no-calculator,,R14,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[102],[],Question 38 1 mark 130 Describe how to determine the equation of the horizontal asymptote of a rational function when the degree of the polynomial in the numerator and the degree of the polynomial in the denominator are equal. 
2017,jun,June 2017,39,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb2.pdf,[19],1,2.0,2 marks,no-calculator,,T3,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[104],[],Question 39 2 marks 131 Evaluate. 5 cot 6 17 sin 3 π   −     π      
2017,jun,June 2017,40,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb2.pdf,[20],1,4.0,4 marks,no-calculator,,R14,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[106],[],Question 40 4 marks 132 Sketch the graph of the function ( ) ( ) 2 1 1 f x x − = − and determine the range. Range: ______________________________ y x
2017,jun,June 2017,41,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb2.pdf,[21],1,2.0,a) 1 mark; b) 1 mark,no-calculator,,R1,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[110],[],"Question 41 a) 1 mark b) 1 mark 133 134 Given ( ) 2 f x x = − and ( ) 2 1, g x x = + a) determine ( ) ( ). g f x ( ) ( ) _____________________________ g f x = b) explain why the domain of ( ) ( ) g f x is restricted."
2017,jun,June 2017,42,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb2.pdf,[22],1,3.0,3 marks,no-calculator,,"R7, R10",marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[114],[],"Question 42 3 marks 135 Solve algebraically. 2log 3 log 4 2, where 0 a a a + = > "
2017,jun,June 2017,43,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb2.pdf,[22],1,2.0,2 marks,no-calculator,,T5,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[118],[],"Question 43 2 marks 136 Solve sec 2 0 + = θ over the interval [ ] 0, 2 . π"
2017,jun,June 2017,44,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb2.pdf,[23],1,1.0,1 mark,no-calculator,,R9,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[120],[],Question 44 1 mark 137 Determine the x-intercept of the graph of ( ) 1. x f x e = − 
2017,jun,June 2017,45,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb2.pdf,[23],1,1.0,1 mark,no-calculator,,P4,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[122],[],"Question 45 1 mark 138 Given the 5th row of Pascal’s triangle, determine the values of the next row. 1 4 6 4 1"
2017,jun,June 2017,46,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb2.pdf,[24],1,2.0,2 marks,no-calculator,,"R7, R8",marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[124],[],Question 46 2 marks 139 Evaluate. 2 2 log 80 log 10 − 
2017,jun,June 2017,47,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb2.pdf,[24],1,1.0,1 mark,no-calculator,,T4,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[126],[],Question 47 1 mark 140 State the amplitude of ( ) ( ) 2sin 1. f x x = − −π −
2017,jun,June 2017,48,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb2.pdf,[25],1,3.0,3 marks,no-calculator,,"T3, T6",marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[128],[],Question 48 3 marks 141 Determine the exact value of cos15 . 
2017,jun,June 2017,49,frq,2,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_17_jun_sb2.pdf,[26],1,2.0,a) 1 mark; b) 1 mark,no-calculator,,R1,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_17_jun_mg.pdf,[132],[],"Question 49 a) 1 mark b) 1 mark 142 143 Given ( ) 2 5 6, f x x x = + + ( ) 3, g x x = + and a) determine ( ) _____________________________________ h x = b) sketch the graph of ( ) ( ) ( ), h x f x g x = − ( ). h x ( ). y h x = x y 1 1"
2018,jan,January 2018,1,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_18_jan_sb1.pdf,[9],1,2.0,2 marks,calculator-active,,P1,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_18_jan_mg.pdf,[10],[],Question 1 2 marks 101 A group of 7 friends decide to go to a movie. Determine how many ways the friends can sit in a row if two of the friends refuse to sit next to each other.
2018,jan,January 2018,2,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_18_jan_sb1.pdf,[10],1,2.0,2 marks,calculator-active,,R10,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_18_jan_mg.pdf,[14],[],Question 2 2 marks 102 Gabrielle listens to her radio at a sound level of 80 dB. She attended a music concert that had a sound level of 115 dB. Determine how many times more intense the music concert was than the radio. You may use the formula: 0 10log I I β     =     where β is the intensit
2018,jan,January 2018,3,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_18_jan_sb1.pdf,[11],1,4.0,4 marks,calculator-active,,R10,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_18_jan_mg.pdf,[16],[],"Question 3 4 marks 103 Solve, algebraically. ( ) 2 3 2 7 3 x x− ="
2018,jan,January 2018,4,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_18_jan_sb1.pdf,[12],1,4.0,4 marks,calculator-active,,T5,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_18_jan_mg.pdf,[20],[],"Question 4 4 marks 104 Solve for , θ algebraically, over the interval [ ]. 0,2π 2 csc 2csc 8 0 θ θ + − ="
2018,jan,January 2018,5,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_18_jan_sb1.pdf,[13],1,1.0,1 mark,calculator-active,,P1,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_18_jan_mg.pdf,[24],[],"Question 5 1 mark 105 You have forgotten the code to unlock your cell phone. You know the code is made up of four numbers from 0 to 9. Determine the number of possible codes, if repetition is allowed. Note: A calculator is not required for the remaining test questions."
2018,jan,January 2018,6,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_18_jan_sb1.pdf,[14],1,2.0,2 marks,no-calculator,,P4,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_18_jan_mg.pdf,[26],[],"Question 6 2 marks 106 In the binomial expansion of 7 3 7 3 , n x x   −     the 5th term contains 7. x Determine the value of n."
2018,jan,January 2018,7,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_18_jan_sb1.pdf,[15],1,1.0,1 mark,no-calculator,,R6,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_18_jan_mg.pdf,[30],[],"Question 7 1 mark 107 Given the domain of ( ) { } is 6,1,3, 4 f x − and the range of ( ) f x is { }, 4,7,10,15 − state the domain of ( ) 1 . f x −"
2018,jan,January 2018,8,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_18_jan_sb1.pdf,[16],1,1.0,1 mark,no-calculator,,R6,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_18_jan_mg.pdf,[32],[],"Question 8 1 mark 108 Given the graph of ( ), y f x = sketch the graph of its inverse. ( ) f x y x 1 1 The graph of ( ) f x has already been drawn for your reference. No marks will be awarded for the graph of ( ). f x y x 1 1 ( ) f x"
2018,jan,January 2018,9,frq,1,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/student-booklets/pc_18_jan_sb1.pdf,[17],1,3.0,3 marks,no-calculator,,T6,marking-guide-heading,/home/max/testgen-suite/ocr-frq/mb-exams/source-pdfs/marking-guides/pc_18_jan_mg.pdf,"[34, 35]",[],Question 9 3 marks 109 Prove the following identity for all permissible values of θ. 2 2 1 cos sec tan 1 1 sin θ θ θ θ + = + + − Left-Hand Side Right-Hand Side
